v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_violation,v_net_current_violation,v_net_place_violation,v_net_route_violation,v_net_budget,v_net_place_budget,v_net_route_budget,place_result,route_result,early_rejection,revoke_times,selected_actions,num_placed_nodes,num_routed_links
106,89,15,48617.0,81093.0,21868665.390478976,36553321.41916291,0.5995215370007275,0.5982675319626203,86,195,1,2698.0,35555,4244,31311,0.42532159783344614,0.24429802331474915,105,243.99002100521614,2698.0,8,17,True,"{7: 80, 3: 11, 6: 77, 1: 56, 2: 97, 0: 62, 5: 82, 4: 17}","{(0, 1): [(62, 61), (61, 34), (34, 56)], (0, 3): [(62, 20), (20, 11)], (0, 4): [(62, 58), (58, 17)], (0, 5): [(62, 61), (61, 82)], (0, 7): [(62, 58), (58, 80)], (1, 2): [(56, 34), (34, 97)], (1, 6): [(56, 18), (18, 2), (2, 77)], (2, 3): [(97, 34), (34, 80), (80, 11)], (2, 5): [(97, 73), (73, 82)], (2, 7): [(97, 91), (91, 80)], (3, 5): [(11, 30), (30, 82)], (3, 7): [(11, 80)], (4, 5): [(17, 3), (3, 82)], (4, 6): [(17, 24), (24, 2), (2, 77)], (4, 7): [(17, 58), (58, 80)], (5, 6): [(82, 95), (95, 77)], (5, 7): [(82, 7), (7, 80)]}","{(7, 80): {'cpu': 46}, (3, 11): {'cpu': 34}, (6, 77): {'cpu': 33}, (1, 56): {'cpu': 16}, (2, 97): {'cpu': 21}, (0, 62): {'cpu': 10}, (5, 82): {'cpu': 15}, (4, 17): {'cpu': 2}}","{((0, 1), (62, 61)): {'bw': 40}, ((0, 1), (61, 34)): {'bw': 40}, ((0, 1), (34, 56)): {'bw': 40}, ((0, 3), (62, 20)): {'bw': 42}, ((0, 3), (20, 11)): {'bw': 42}, ((0, 4), (62, 58)): {'bw': 36}, ((0, 4), (58, 17)): {'bw': 36}, ((0, 5), (62, 61)): {'bw': 13}, ((0, 5), (61, 82)): {'bw': 13}, ((0, 7), (62, 58)): {'bw': 21}, ((0, 7), (58, 80)): {'bw': 21}, ((1, 2), (56, 34)): {'bw': 37}, ((1, 2), (34, 97)): {'bw': 37}, ((1, 6), (56, 18)): {'bw': 45}, ((1, 6), (18, 2)): {'bw': 45}, ((1, 6), (2, 77)): {'bw': 45}, ((2, 3), (97, 34)): {'bw': 2}, ((2, 3), (34, 80)): {'bw': 2}, ((2, 3), (80, 11)): {'bw': 2}, ((2, 5), (97, 73)): {'bw': 10}, ((2, 5), (73, 82)): {'bw': 10}, ((2, 7), (97, 91)): {'bw': 37}, ((2, 7), (91, 80)): {'bw': 37}, ((3, 5), (11, 30)): {'bw': 27}, ((3, 5), (30, 82)): {'bw': 27}, ((3, 7), (11, 80)): {'bw': 40}, ((4, 5), (17, 3)): {'bw': 15}, ((4, 5), (3, 82)): {'bw': 15}, ((4, 6), (17, 24)): {'bw': 32}, ((4, 6), (24, 2)): {'bw': 32}, ((4, 6), (2, 77)): {'bw': 32}, ((4, 7), (17, 58)): {'bw': 11}, ((4, 7), (58, 80)): {'bw': 11}, ((5, 6), (82, 95)): {'bw': 11}, ((5, 6), (95, 77)): {'bw': 11}, ((5, 7), (82, 7)): {'bw': 18}, ((5, 7), (7, 80)): {'bw': 18}}",1130.0,614.0,354.0,177.0,437,177.0,437,177.0,953,516,0.5433628318584071,275708.72373589425,149809.8728972027,132.57510875858645,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],8.0,17.0
106,89,14,48617.0,81093.0,21868665.390478976,36553321.41916291,0.5995215370007275,0.5982675319626203,86,196,0,2717.133213442371,36236,4409,31827,0.4029790115098172,0.23184418217362968,103,63.13321344237124,2654.0,8,12,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
107,90,15,49263.0,82239.0,22029381.686828718,36838431.13374,0.5990223616532302,0.5979999964399189,86,197,1,2723.0,35090,4202,30888,0.4310088016249154,0.2545072768083412,106,248.78683645470815,2723.0,8,17,True,"{7: 2, 1: 17, 6: 67, 4: 22, 5: 41, 2: 90, 3: 39, 0: 1}","{(0, 1): [(1, 44), (44, 17)], (0, 4): [(1, 8), (8, 83), (83, 22)], (0, 5): [(1, 8), (8, 57), (57, 41)], (0, 6): [(1, 73), (73, 67)], (0, 7): [(1, 30), (30, 2)], (1, 2): [(17, 66), (66, 90)], (1, 5): [(17, 66), (66, 21), (21, 41)], (1, 6): [(17, 73), (73, 67)], (1, 7): [(17, 2)], (2, 3): [(90, 22), (22, 10), (10, 39)], (2, 6): [(90, 22), (22, 67)], (3, 5): [(39, 21), (21, 41)], (4, 5): [(22, 63), (63, 41)], (4, 6): [(22, 67)], (4, 7): [(22, 63), (63, 2)], (5, 7): [(41, 48), (48, 2)], (6, 7): [(67, 57), (57, 2)]}","{(7, 2): {'cpu': 37}, (1, 17): {'cpu': 47}, (6, 67): {'cpu': 35}, (4, 22): {'cpu': 40}, (5, 41): {'cpu': 19}, (2, 90): {'cpu': 8}, (3, 39): {'cpu': 18}, (0, 1): {'cpu': 3}}","{((0, 1), (1, 44)): {'bw': 44}, ((0, 1), (44, 17)): {'bw': 44}, ((0, 4), (1, 8)): {'bw': 16}, ((0, 4), (8, 83)): {'bw': 16}, ((0, 4), (83, 22)): {'bw': 16}, ((0, 5), (1, 8)): {'bw': 47}, ((0, 5), (8, 57)): {'bw': 47}, ((0, 5), (57, 41)): {'bw': 47}, ((0, 6), (1, 73)): {'bw': 17}, ((0, 6), (73, 67)): {'bw': 17}, ((0, 7), (1, 30)): {'bw': 31}, ((0, 7), (30, 2)): {'bw': 31}, ((1, 2), (17, 66)): {'bw': 8}, ((1, 2), (66, 90)): {'bw': 8}, ((1, 5), (17, 66)): {'bw': 0}, ((1, 5), (66, 21)): {'bw': 0}, ((1, 5), (21, 41)): {'bw': 0}, ((1, 6), (17, 73)): {'bw': 40}, ((1, 6), (73, 67)): {'bw': 40}, ((1, 7), (17, 2)): {'bw': 16}, ((2, 3), (90, 22)): {'bw': 18}, ((2, 3), (22, 10)): {'bw': 18}, ((2, 3), (10, 39)): {'bw': 18}, ((2, 6), (90, 22)): {'bw': 35}, ((2, 6), (22, 67)): {'bw': 35}, ((3, 5), (39, 21)): {'bw': 8}, ((3, 5), (21, 41)): {'bw': 8}, ((4, 5), (22, 63)): {'bw': 44}, ((4, 5), (63, 41)): {'bw': 44}, ((4, 6), (22, 67)): {'bw': 4}, ((4, 7), (22, 63)): {'bw': 46}, ((4, 7), (63, 2)): {'bw': 46}, ((5, 7), (41, 48)): {'bw': 20}, ((5, 7), (48, 2)): {'bw': 20}, ((6, 7), (67, 57)): {'bw': 45}, ((6, 7), (57, 2)): {'bw': 45}}",1146.0,646.0,414.0,207.0,439,207.0,439,207.0,939,500,0.5636998254799301,285109.7145770955,160716.29634974146,140.2410962912229,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],8.0,17.0
107,90,14,49263.0,82239.0,22029381.686828718,36838431.13374,0.5990223616532302,0.5979999964399189,86,198,0,2740.5877461858727,35823,4406,31417,0.403385240352065,0.24173967610358893,84,583.5877461858724,2157.0,8,11,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
107,90,13,49263.0,82239.0,22029381.686828718,36838431.13374,0.5990223616532302,0.5979999964399189,86,199,0,2748.118582240829,36834,4642,32192,0.37142857142857144,0.2230347790408611,95,308.1185822408289,2440.0,8,13,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
108,91,14,49802.0,83083.0,22360107.330466453,37356302.0859297,0.5994246717138283,0.598563189660264,86,200,1,2752.0,35990,4408,31582,0.40311442112389984,0.23775734318055652,107,613.5911755802115,2752.0,8,12,True,"{4: 90, 6: 83, 2: 45, 1: 61, 3: 34, 7: 27, 5: 62, 0: 95}","{(0, 7): [(95, 22), (22, 27)], (1, 2): [(61, 30), (30, 45)], (1, 4): [(61, 80), (80, 90)], (1, 5): [(61, 83), (83, 62)], (1, 6): [(61, 83)], (1, 7): [(61, 34), (34, 27)], (2, 3): [(45, 21), (21, 34)], (2, 6): [(45, 15), (15, 83)], (3, 6): [(34, 50), (50, 83)], (3, 7): [(34, 27)], (4, 5): [(90, 69), (69, 20), (20, 62)], (4, 7): [(90, 41), (41, 27)]}","{(4, 90): {'cpu': 47}, (6, 83): {'cpu': 45}, (2, 45): {'cpu': 39}, (1, 61): {'cpu': 31}, (3, 34): {'cpu': 24}, (7, 27): {'cpu': 10}, (5, 62): {'cpu': 8}, (0, 95): {'cpu': 30}}","{((0, 7), (95, 22)): {'bw': 14}, ((0, 7), (22, 27)): {'bw': 14}, ((1, 2), (61, 30)): {'bw': 23}, ((1, 2), (30, 45)): {'bw': 23}, ((1, 4), (61, 80)): {'bw': 12}, ((1, 4), (80, 90)): {'bw': 12}, ((1, 5), (61, 83)): {'bw': 17}, ((1, 5), (83, 62)): {'bw': 17}, ((1, 6), (61, 83)): {'bw': 45}, ((1, 7), (61, 34)): {'bw': 2}, ((1, 7), (34, 27)): {'bw': 2}, ((2, 3), (45, 21)): {'bw': 47}, ((2, 3), (21, 34)): {'bw': 47}, ((2, 6), (45, 15)): {'bw': 29}, ((2, 6), (15, 83)): {'bw': 29}, ((3, 6), (34, 50)): {'bw': 28}, ((3, 6), (50, 83)): {'bw': 28}, ((3, 7), (34, 27)): {'bw': 0}, ((4, 5), (90, 69)): {'bw': 45}, ((4, 5), (69, 20)): {'bw': 45}, ((4, 5), (20, 62)): {'bw': 45}, ((4, 7), (90, 41)): {'bw': 43}, ((4, 7), (41, 27)): {'bw': 43}}",844.0,539.0,468.0,234.0,305,234.0,305,234.0,610,305,0.6386255924170616,517870.95218969847,330725.643637734,391.8550280067938,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],8.0,12.0
109,92,15,50217.0,83719.0,22386383.78249746,37396571.540126614,0.599827996034353,0.5986212869400825,86,201,1,2777.0,35354,4215,31139,0.4292484766418416,0.2484493036951222,108,63.31675188194334,2777.0,8,10,True,"{7: 57, 6: 35, 1: 62, 4: 27, 2: 96, 0: 91, 3: 12, 5: 53}","{(0, 2): [(91, 50), (50, 96)], (0, 6): [(91, 35)], (1, 2): [(62, 20), (20, 96)], (1, 6): [(62, 88), (88, 35)], (2, 4): [(96, 52), (52, 27)], (2, 6): [(96, 20), (20, 35)], (2, 7): [(96, 2), (2, 57)], (3, 6): [(12, 38), (38, 35)], (4, 5): [(27, 34), (34, 53)], (4, 7): [(27, 50), (50, 66), (66, 57)]}","{(7, 57): {'cpu': 48}, (6, 35): {'cpu': 18}, (1, 62): {'cpu': 49}, (4, 27): {'cpu': 24}, (2, 96): {'cpu': 28}, (0, 91): {'cpu': 14}, (3, 12): {'cpu': 12}, (5, 53): {'cpu': 0}}","{((0, 2), (91, 50)): {'bw': 4}, ((0, 2), (50, 96)): {'bw': 4}, ((0, 6), (91, 35)): {'bw': 46}, ((1, 2), (62, 20)): {'bw': 8}, ((1, 2), (20, 96)): {'bw': 8}, ((1, 6), (62, 88)): {'bw': 36}, ((1, 6), (88, 35)): {'bw': 36}, ((2, 4), (96, 52)): {'bw': 12}, ((2, 4), (52, 27)): {'bw': 12}, ((2, 6), (96, 20)): {'bw': 19}, ((2, 6), (20, 35)): {'bw': 19}, ((2, 7), (96, 2)): {'bw': 11}, ((2, 7), (2, 57)): {'bw': 11}, ((3, 6), (12, 38)): {'bw': 25}, ((3, 6), (38, 35)): {'bw': 25}, ((4, 5), (27, 34)): {'bw': 16}, ((4, 5), (34, 53)): {'bw': 16}, ((4, 7), (27, 50)): {'bw': 45}, ((4, 7), (50, 66)): {'bw': 45}, ((4, 7), (66, 57)): {'bw': 45}}",636.0,415.0,386.0,193.0,222,193.0,222,193.0,443,221,0.6525157232704403,40269.45419691596,26276.452031006487,41.315176149381266,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],8.0,10.0
110,93,16,50831.0,84927.0,22606076.494865403,37828800.85045312,0.598525792739647,0.5975890323416007,86,202,1,2795.0,34146,4037,30109,0.45335138794854435,0.2733087152752637,109,357.8057204689642,2795.0,8,16,True,"{3: 53, 7: 98, 2: 42, 6: 52, 4: 72, 0: 48, 1: 29, 5: 34}","{(0, 1): [(48, 29)], (0, 6): [(48, 82), (82, 52)], (1, 2): [(29, 32), (32, 42)], (1, 4): [(29, 1), (1, 79), (79, 72)], (1, 5): [(29, 31), (31, 27), (27, 34)], (1, 6): [(29, 44), (44, 89), (89, 52)], (1, 7): [(29, 48), (48, 41), (41, 98)], (2, 3): [(42, 53)], (2, 4): [(42, 39), (39, 72)], (2, 6): [(42, 70), (70, 0), (0, 52)], (2, 7): [(42, 12), (12, 98)], (3, 5): [(53, 90), (90, 80), (80, 34)], (3, 7): [(53, 41), (41, 98)], (4, 7): [(72, 6), (6, 98)], (5, 6): [(34, 0), (0, 52)], (6, 7): [(52, 98)]}","{(3, 53): {'cpu': 37}, (7, 98): {'cpu': 34}, (2, 42): {'cpu': 27}, (6, 52): {'cpu': 14}, (4, 72): {'cpu': 32}, (0, 48): {'cpu': 29}, (1, 29): {'cpu': 3}, (5, 34): {'cpu': 2}}","{((0, 1), (48, 29)): {'bw': 27}, ((0, 6), (48, 82)): {'bw': 12}, ((0, 6), (82, 52)): {'bw': 12}, ((1, 2), (29, 32)): {'bw': 1}, ((1, 2), (32, 42)): {'bw': 1}, ((1, 4), (29, 1)): {'bw': 23}, ((1, 4), (1, 79)): {'bw': 23}, ((1, 4), (79, 72)): {'bw': 23}, ((1, 5), (29, 31)): {'bw': 48}, ((1, 5), (31, 27)): {'bw': 48}, ((1, 5), (27, 34)): {'bw': 48}, ((1, 6), (29, 44)): {'bw': 50}, ((1, 6), (44, 89)): {'bw': 50}, ((1, 6), (89, 52)): {'bw': 50}, ((1, 7), (29, 48)): {'bw': 48}, ((1, 7), (48, 41)): {'bw': 48}, ((1, 7), (41, 98)): {'bw': 48}, ((2, 3), (42, 53)): {'bw': 49}, ((2, 4), (42, 39)): {'bw': 5}, ((2, 4), (39, 72)): {'bw': 5}, ((2, 6), (42, 70)): {'bw': 17}, ((2, 6), (70, 0)): {'bw': 17}, ((2, 6), (0, 52)): {'bw': 17}, ((2, 7), (42, 12)): {'bw': 32}, ((2, 7), (12, 98)): {'bw': 32}, ((3, 5), (53, 90)): {'bw': 49}, ((3, 5), (90, 80)): {'bw': 49}, ((3, 5), (80, 34)): {'bw': 49}, ((3, 7), (53, 41)): {'bw': 26}, ((3, 7), (41, 98)): {'bw': 26}, ((4, 7), (72, 6)): {'bw': 16}, ((4, 7), (6, 98)): {'bw': 16}, ((5, 6), (34, 0)): {'bw': 32}, ((5, 6), (0, 52)): {'bw': 32}, ((6, 7), (52, 98)): {'bw': 1}}",1208.0,614.0,356.0,178.0,436,178.0,436,178.0,1030,594,0.5082781456953642,432229.3103265087,219692.712367944,181.86482811915894,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],8.0,16.0
111,93,16,50831.0,84927.0,22606076.494865403,37828800.85045312,0.598525792739647,0.5975890323416007,86,203,1,2823.0,34146,4037,30109,0.45335138794854435,0.2733087152752637,110,876.403696489864,2823.0,8,16,False,"{2: 65, 4: 11, 0: 84, 3: 92, 7: 61, 6: 21, 5: 43, 1: 71}","{(0, 3): [(84, 3), (3, 92)], (0, 4): [(84, 35), (35, 38), (38, 11)], (1, 4): [(71, 31), (31, 89), (89, 11)], (1, 6): [(71, 21)], (1, 7): [(71, 25), (25, 61)], (2, 3): [(65, 92)], (2, 5): [(65, 20), (20, 70), (70, 43)], (2, 7): [(65, 29), (29, 61)], (3, 4): [(92, 11)], (3, 6): [(92, 50), (50, 21)], (3, 7): [(92, 80), (80, 61)], (4, 5): [(11, 92), (92, 43)], (4, 6): [(11, 20), (20, 33), (33, 21)], (4, 7): []}","{(2, 65): {'cpu': 42}, (4, 11): {'cpu': 32}, (0, 84): {'cpu': 37}, (3, 92): {'cpu': 19}, (7, 61): {'cpu': 11}, (6, 21): {'cpu': 17}, (5, 43): {'cpu': 11}, (1, 71): {'cpu': 9}}","{((0, 3), (84, 3)): {'bw': 50}, ((0, 3), (3, 92)): {'bw': 50}, ((0, 4), (84, 35)): {'bw': 48}, ((0, 4), (35, 38)): {'bw': 48}, ((0, 4), (38, 11)): {'bw': 48}, ((1, 4), (71, 31)): {'bw': 8}, ((1, 4), (31, 89)): {'bw': 8}, ((1, 4), (89, 11)): {'bw': 8}, ((1, 6), (71, 21)): {'bw': 30}, ((1, 7), (71, 25)): {'bw': 16}, ((1, 7), (25, 61)): {'bw': 16}, ((2, 3), (65, 92)): {'bw': 29}, ((2, 5), (65, 20)): {'bw': 44}, ((2, 5), (20, 70)): {'bw': 44}, ((2, 5), (70, 43)): {'bw': 44}, ((2, 7), (65, 29)): {'bw': 48}, ((2, 7), (29, 61)): {'bw': 48}, ((3, 4), (92, 11)): {'bw': 45}, ((3, 6), (92, 50)): {'bw': 27}, ((3, 6), (50, 21)): {'bw': 27}, ((3, 7), (92, 80)): {'bw': 34}, ((3, 7), (80, 61)): {'bw': 34}, ((4, 5), (11, 92)): {'bw': 5}, ((4, 5), (92, 43)): {'bw': 5}, ((4, 6), (11, 20)): {'bw': 12}, ((4, 6), (20, 33)): {'bw': 12}, ((4, 6), (33, 21)): {'bw': 12}}",0.0,0.0,356.0,178.0,453,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],8.0,14.0
111,93,15,50831.0,84927.0,22606076.494865403,37828800.85045312,0.598525792739647,0.5975890323416007,86,204,0,2826.729657267229,35079,4251,30828,0.42437373053486793,0.2559553978712621,99,283.7296572672289,2543.0,8,16,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
111,93,14,50831.0,84927.0,22606076.494865403,37828800.85045312,0.598525792739647,0.5975890323416007,86,205,0,2840.316751881943,35715,4444,31271,0.39823967501692625,0.2452634373566963,108,63.31675188194334,2777.0,8,10,False,{},{},{},{},0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Leave Event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],,
112,94,15,51497.0,86044.0,22847198.055504795,38233204.42888285,0.5984961182650737,0.597574762481722,86,206,1,2851.0,34598,4176,30422,0.43452945159106293,0.26575435039702655,111,362.04438534443165,2851.0,8,16,True,"{7: 21, 0: 12, 5: 38, 6: 57, 1: 19, 2: 35, 4: 25, 3: 18}","{(0, 1): [(12, 38), (38, 19)], (0, 2): [(12, 38), (38, 35)], (0, 4): [(12, 95), (95, 0), (0, 25)], (0, 7): [(12, 50), (50, 21)], (1, 3): [(19, 2), (2, 18)], (1, 4): [(19, 43), (43, 25)], (1, 5): [(19, 38)], (1, 7): [(19, 66), (66, 21)], (2, 3): [(35, 32), (32, 18)], (2, 6): [(35, 5), (5, 57)], (2, 7): [(35, 33), (33, 21)], (4, 5): [(25, 79), (79, 38)], (4, 7): [(25, 21)], (5, 6): [(38, 18), (18, 57)], (5, 7): [(38, 3), (3, 46), (46, 21)], (6, 7): [(57, 25), (25, 21)]}","{(7, 21): {'cpu': 46}, (0, 12): {'cpu': 48}, (5, 38): {'cpu': 39}, (6, 57): {'cpu': 48}, (1, 19): {'cpu': 40}, (2, 35): {'cpu': 23}, (4, 25): {'cpu': 8}, (3, 18): {'cpu': 16}}","{((0, 1), (12, 38)): {'bw': 16}, ((0, 1), (38, 19)): {'bw': 16}, ((0, 2), (12, 38)): {'bw': 39}, ((0, 2), (38, 35)): {'bw': 39}, ((0, 4), (12, 95)): {'bw': 37}, ((0, 4), (95, 0)): {'bw': 37}, ((0, 4), (0, 25)): {'bw': 37}, ((0, 7), (12, 50)): {'bw': 18}, ((0, 7), (50, 21)): {'bw': 18}, ((1, 3), (19, 2)): {'bw': 0}, ((1, 3), (2, 18)): {'bw': 0}, ((1, 4), (19, 43)): {'bw': 28}, ((1, 4), (43, 25)): {'bw': 28}, ((1, 5), (19, 38)): {'bw': 22}, ((1, 7), (19, 66)): {'bw': 39}, ((1, 7), (66, 21)): {'bw': 39}, ((2, 3), (35, 32)): {'bw': 26}, ((2, 3), (32, 18)): {'bw': 26}, ((2, 6), (35, 5)): {'bw': 21}, ((2, 6), (5, 57)): {'bw': 21}, ((2, 7), (35, 33)): {'bw': 5}, ((2, 7), (33, 21)): {'bw': 5}, ((4, 5), (25, 79)): {'bw': 24}, ((4, 5), (79, 38)): {'bw': 24}, ((4, 7), (25, 21)): {'bw': 1}, ((5, 6), (38, 18)): {'bw': 46}, ((5, 6), (18, 57)): {'bw': 46}, ((5, 7), (38, 3)): {'bw': 39}, ((5, 7), (3, 46)): {'bw': 39}, ((5, 7), (46, 21)): {'bw': 39}, ((6, 7), (57, 25)): {'bw': 37}, ((6, 7), (25, 21)): {'bw': 37}}",1117.0,666.0,536.0,268.0,398,268.0,398,268.0,849,451,0.5962399283795882,404403.57842973014,241121.56063939148,215.86531838799596,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],8.0,16.0
113,94,15,51497.0,86044.0,22847198.055504795,38233204.42888285,0.5984961182650737,0.597574762481722,86,207,1,2868.0,34598,4176,30422,0.43452945159106293,0.26575435039702655,112,529.9840781141227,2868.0,8,16,False,"{3: 62, 7: 96, 6: 91, 2: 27, 5: 95, 4: 65, 0: 11, 1: 25}","{(0, 2): [(11, 89), (89, 27)], (0, 5): [(11, 77), (77, 95)], (0, 7): [(11, 20), (20, 96)], (1, 4): [(25, 39), (39, 65)], (1, 5): [(25, 46), (46, 95)], (1, 6): []}","{(3, 62): {'cpu': 30}, (7, 96): {'cpu': 17}, (6, 91): {'cpu': 15}, (2, 27): {'cpu': 11}, (5, 95): {'cpu': 8}, (4, 65): {'cpu': 12}, (0, 11): {'cpu': 8}, (1, 25): {'cpu': 1}}","{((0, 2), (11, 89)): {'bw': 7}, ((0, 2), (89, 27)): {'bw': 7}, ((0, 5), (11, 77)): {'bw': 34}, ((0, 5), (77, 95)): {'bw': 34}, ((0, 7), (11, 20)): {'bw': 16}, ((0, 7), (20, 96)): {'bw': 16}, ((1, 4), (25, 39)): {'bw': 28}, ((1, 4), (39, 65)): {'bw': 28}, ((1, 5), (25, 46)): {'bw': 50}, ((1, 5), (46, 95)): {'bw': 50}}",0.0,0.0,204.0,102.0,485,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],8.0,6.0
114,95,16,52008.0,86763.0,23129656.48732322,38630636.15584459,0.599426022613326,0.5987386900389896,86,208,1,2892.0,33879,3963,29916,0.4633716993906567,0.2779668380276591,113,552.7562266505386,2892.0,8,13,True,"{6: 62, 2: 96, 0: 27, 4: 91, 5: 95, 3: 65, 7: 11, 1: 25}","{(0, 1): [(27, 39), (39, 25)], (0, 2): [(27, 52), (52, 96)], (0, 3): [(27, 39), (39, 65)], (0, 4): [(27, 31), (31, 91)], (1, 2): [(25, 0), (0, 52), (52, 96)], (2, 3): [(96, 20), (20, 65)], (2, 6): [(96, 88), (88, 62)], (2, 7): [(96, 20), (20, 11)], (3, 6): [(65, 64), (64, 62)], (3, 7): [(65, 20), (20, 11)], (4, 5): [(91, 95)], (4, 6): [(91, 21), (21, 62)], (5, 6): [(95, 62)]}","{(6, 62): {'cpu': 40}, (2, 96): {'cpu': 26}, (0, 27): {'cpu': 41}, (4, 91): {'cpu': 37}, (5, 95): {'cpu': 19}, (3, 65): {'cpu': 31}, (7, 11): {'cpu': 11}, (1, 25): {'cpu': 8}}","{((0, 1), (27, 39)): {'bw': 21}, ((0, 1), (39, 25)): {'bw': 21}, ((0, 2), (27, 52)): {'bw': 50}, ((0, 2), (52, 96)): {'bw': 50}, ((0, 3), (27, 39)): {'bw': 3}, ((0, 3), (39, 65)): {'bw': 3}, ((0, 4), (27, 31)): {'bw': 4}, ((0, 4), (31, 91)): {'bw': 4}, ((1, 2), (25, 0)): {'bw': 0}, ((1, 2), (0, 52)): {'bw': 0}, ((1, 2), (52, 96)): {'bw': 0}, ((2, 3), (96, 20)): {'bw': 2}, ((2, 3), (20, 65)): {'bw': 2}, ((2, 6), (96, 88)): {'bw': 50}, ((2, 6), (88, 62)): {'bw': 50}, ((2, 7), (96, 20)): {'bw': 32}, ((2, 7), (20, 11)): {'bw': 32}, ((3, 6), (65, 64)): {'bw': 19}, ((3, 6), (64, 62)): {'bw': 19}, ((3, 7), (65, 20)): {'bw': 7}, ((3, 7), (20, 11)): {'bw': 7}, ((4, 5), (91, 95)): {'bw': 44}, ((4, 6), (91, 21)): {'bw': 20}, ((4, 6), (21, 62)): {'bw': 20}, ((5, 6), (95, 62)): {'bw': 46}}",719.0,511.0,426.0,213.0,298,213.0,298,213.0,506,208,0.7107093184979137,397431.7269617372,282458.4318184252,392.84900113828263,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],8.0,13.0
115,95,16,52008.0,86763.0,23129656.48732322,38630636.15584459,0.599426022613326,0.5987386900389896,86,209,1,2914.0,33879,3963,29916,0.4633716993906567,0.2779668380276591,114,447.4279397648872,2914.0,8,18,False,"{6: 84, 7: 77, 5: 92, 2: 61, 1: 71, 4: 70, 3: 49, 0: 85}","{(0, 1): [(85, 33), (33, 21), (21, 71)], (0, 2): [(85, 33), (33, 61)], (0, 7): [(85, 77)], (1, 3): [(71, 25), (25, 57), (57, 49)], (1, 4): []}","{(6, 84): {'cpu': 42}, (7, 77): {'cpu': 31}, (5, 92): {'cpu': 34}, (2, 61): {'cpu': 14}, (1, 71): {'cpu': 13}, (4, 70): {'cpu': 9}, (3, 49): {'cpu': 8}, (0, 85): {'cpu': 25}}","{((0, 1), (85, 33)): {'bw': 3}, ((0, 1), (33, 21)): {'bw': 3}, ((0, 1), (21, 71)): {'bw': 3}, ((0, 2), (85, 33)): {'bw': 30}, ((0, 2), (33, 61)): {'bw': 30}, ((0, 7), (85, 77)): {'bw': 12}, ((1, 3), (71, 25)): {'bw': 22}, ((1, 3), (25, 57)): {'bw': 22}, ((1, 3), (57, 49)): {'bw': 22}}",0.0,0.0,352.0,176.0,487,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],8.0,5.0
