v_net_count,success_count,inservice_count,total_revenue,total_cost,total_time_revenue,total_time_cost,long_term_r2c_ratio,long_term_time_r2c_ratio,num_running_p_net_nodes,event_id,event_type,event_time,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,v_net_id,v_net_lifetime,v_net_arrival_time,v_net_num_nodes,v_net_num_egdes,result,node_slots,link_paths,node_slots_info,link_paths_info,v_net_cost,v_net_revenue,v_net_demand,v_net_node_demand,v_net_link_demand,v_net_node_revenue,v_net_link_revenue,v_net_node_cost,v_net_link_cost,v_net_path_cost,v_net_r2c_ratio,v_net_time_cost,v_net_time_revenue,v_net_time_rc_ratio,description,v_net_violation,v_net_current_violation,v_net_place_violation,v_net_route_violation,v_net_budget,v_net_place_budget,v_net_route_budget,place_result,route_result,early_rejection,revoke_times,selected_actions,v_net_reward,num_interactions,num_placed_nodes,num_routed_links
1,1,1,603.0,976.0,334035.4536280863,540661.032737997,0.617827868852459,0.6178278688524591,8,0,1,25.0,41492,7297,34195,0.026157747230748707,0.022301644031451073,0,553.9559761659806,25.0,8,15,True,"{0: 32, 1: 40, 2: 98, 3: 5, 4: 18, 5: 26, 6: 39, 7: 55}","{(0, 1): [(32, 4), (4, 40)], (0, 6): [(32, 4), (4, 39)], (0, 7): [(32, 26), (26, 55)], (1, 2): [(40, 98)], (1, 3): [(40, 22), (22, 5)], (1, 5): [(40, 35), (35, 26)], (2, 6): [(98, 26), (26, 39)], (3, 4): [(5, 8), (8, 18)], (3, 5): [(5, 26)], (3, 6): [(5, 26), (26, 39)], (3, 7): [(5, 26), (26, 55)], (4, 6): [(18, 42), (42, 39)], (4, 7): [(18, 11), (11, 47), (47, 55)], (5, 6): [(26, 39)], (6, 7): [(39, 16), (16, 55)]}","{(0, 32): {'cpu': 29}, (1, 40): {'cpu': 18}, (2, 98): {'cpu': 43}, (3, 5): {'cpu': 22}, (4, 18): {'cpu': 49}, (5, 26): {'cpu': 15}, (6, 39): {'cpu': 2}, (7, 55): {'cpu': 18}}","{((0, 1), (32, 4)): {'bw': 24}, ((0, 1), (4, 40)): {'bw': 24}, ((0, 6), (32, 4)): {'bw': 45}, ((0, 6), (4, 39)): {'bw': 45}, ((0, 7), (32, 26)): {'bw': 7}, ((0, 7), (26, 55)): {'bw': 7}, ((1, 2), (40, 98)): {'bw': 35}, ((1, 3), (40, 22)): {'bw': 19}, ((1, 3), (22, 5)): {'bw': 19}, ((1, 5), (40, 35)): {'bw': 6}, ((1, 5), (35, 26)): {'bw': 6}, ((2, 6), (98, 26)): {'bw': 41}, ((2, 6), (26, 39)): {'bw': 41}, ((3, 4), (5, 8)): {'bw': 50}, ((3, 4), (8, 18)): {'bw': 50}, ((3, 5), (5, 26)): {'bw': 38}, ((3, 6), (5, 26)): {'bw': 4}, ((3, 6), (26, 39)): {'bw': 4}, ((3, 7), (5, 26)): {'bw': 20}, ((3, 7), (26, 55)): {'bw': 20}, ((4, 6), (18, 42)): {'bw': 26}, ((4, 6), (42, 39)): {'bw': 26}, ((4, 7), (18, 11)): {'bw': 43}, ((4, 7), (11, 47)): {'bw': 43}, ((4, 7), (47, 55)): {'bw': 43}, ((5, 6), (26, 39)): {'bw': 4}, ((6, 7), (39, 16)): {'bw': 45}, ((6, 7), (16, 55)): {'bw': 45}}",976.0,603.0,588.0,196.0,407,196.0,407,196.0,780,373,0.617827868852459,540661.032737997,334035.4536280863,342.24944019271135,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],0.617827868852459,0.0,8.0,15.0
2,2,2,1155.0,1682.0,553368.3578101939,821184.6384491709,0.6866825208085613,0.673865939400967,12,1,1,39.0,40786,7085,33701,0.05445082076604835,0.0364260185847034,1,397.34221772120947,39.0,8,13,True,"{0: 72, 1: 26, 2: 32, 3: 48, 4: 40, 5: 88, 6: 63, 7: 98}","{(0, 1): [(72, 26)], (0, 5): [(72, 40), (40, 88)], (1, 2): [(26, 32)], (1, 4): [(26, 35), (35, 40)], (1, 5): [(26, 48), (48, 88)], (1, 6): [(26, 6), (6, 63)], (2, 4): [(32, 63), (63, 40)], (2, 7): [(32, 98)], (3, 6): [(48, 63)], (4, 5): [(40, 88)], (5, 6): [(88, 40), (40, 63)], (5, 7): [(88, 98)], (6, 7): [(63, 98)]}","{(0, 72): {'cpu': 14}, (1, 26): {'cpu': 1}, (2, 32): {'cpu': 48}, (3, 48): {'cpu': 38}, (4, 40): {'cpu': 28}, (5, 88): {'cpu': 27}, (6, 63): {'cpu': 50}, (7, 98): {'cpu': 6}}","{((0, 1), (72, 26)): {'bw': 16}, ((0, 5), (72, 40)): {'bw': 7}, ((0, 5), (40, 88)): {'bw': 7}, ((1, 2), (26, 32)): {'bw': 34}, ((1, 4), (26, 35)): {'bw': 21}, ((1, 4), (35, 40)): {'bw': 21}, ((1, 5), (26, 48)): {'bw': 26}, ((1, 5), (48, 88)): {'bw': 26}, ((1, 6), (26, 6)): {'bw': 40}, ((1, 6), (6, 63)): {'bw': 40}, ((2, 4), (32, 63)): {'bw': 45}, ((2, 4), (63, 40)): {'bw': 45}, ((2, 7), (32, 98)): {'bw': 27}, ((3, 6), (48, 63)): {'bw': 30}, ((4, 5), (40, 88)): {'bw': 3}, ((5, 6), (88, 40)): {'bw': 15}, ((5, 6), (40, 63)): {'bw': 15}, ((5, 7), (88, 98)): {'bw': 45}, ((6, 7), (63, 98)): {'bw': 31}}",706.0,552.0,636.0,212.0,340,212.0,340,212.0,494,154,0.7818696883852692,280523.6057111739,219332.90418210762,310.66983595199383,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],0.7818696883852692,0.0,8.0,13.0
3,3,3,1728.0,2625.0,672054.7155645932,1016509.656533636,0.6582857142857143,0.6611395290196685,14,2,1,72.0,39843,6841,33002,0.08701454691044974,0.05641172265904215,2,207.13151440558343,72.0,8,15,True,"{0: 22, 1: 40, 2: 5, 3: 83, 4: 26, 5: 32, 6: 98, 7: 39}","{(0, 3): [(22, 0), (0, 16), (16, 83)], (0, 4): [(22, 32), (32, 26)], (0, 6): [(22, 5), (5, 98)], (1, 2): [(40, 35), (35, 5)], (1, 3): [(40, 62), (62, 83)], (1, 6): [(40, 98)], (2, 3): [(5, 21), (21, 83)], (2, 4): [(5, 26)], (2, 6): [(5, 98)], (2, 7): [(5, 12), (12, 1), (1, 39)], (3, 6): [(83, 25), (25, 98)], (3, 7): [(83, 16), (16, 39)], (4, 5): [(26, 32)], (5, 7): [(32, 65), (65, 39)], (6, 7): [(98, 40), (40, 39)]}","{(0, 22): {'cpu': 37}, (1, 40): {'cpu': 8}, (2, 5): {'cpu': 50}, (3, 83): {'cpu': 26}, (4, 26): {'cpu': 49}, (5, 32): {'cpu': 16}, (6, 98): {'cpu': 22}, (7, 39): {'cpu': 36}}","{((0, 3), (22, 0)): {'bw': 46}, ((0, 3), (0, 16)): {'bw': 46}, ((0, 3), (16, 83)): {'bw': 46}, ((0, 4), (22, 32)): {'bw': 11}, ((0, 4), (32, 26)): {'bw': 11}, ((0, 6), (22, 5)): {'bw': 16}, ((0, 6), (5, 98)): {'bw': 16}, ((1, 2), (40, 35)): {'bw': 24}, ((1, 2), (35, 5)): {'bw': 24}, ((1, 3), (40, 62)): {'bw': 40}, ((1, 3), (62, 83)): {'bw': 40}, ((1, 6), (40, 98)): {'bw': 24}, ((2, 3), (5, 21)): {'bw': 23}, ((2, 3), (21, 83)): {'bw': 23}, ((2, 4), (5, 26)): {'bw': 2}, ((2, 6), (5, 98)): {'bw': 2}, ((2, 7), (5, 12)): {'bw': 31}, ((2, 7), (12, 1)): {'bw': 31}, ((2, 7), (1, 39)): {'bw': 31}, ((3, 6), (83, 25)): {'bw': 36}, ((3, 6), (25, 98)): {'bw': 36}, ((3, 7), (83, 16)): {'bw': 13}, ((3, 7), (16, 39)): {'bw': 13}, ((4, 5), (26, 32)): {'bw': 8}, ((5, 7), (32, 65)): {'bw': 43}, ((5, 7), (65, 39)): {'bw': 43}, ((6, 7), (98, 40)): {'bw': 10}, ((6, 7), (40, 39)): {'bw': 10}}",943.0,573.0,732.0,244.0,329,244.0,329,244.0,699,370,0.6076352067868505,195325.01808446518,118686.3577543993,125.86040058791018,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],0.6076352067868505,0.0,8.0,15.0
4,4,4,2428.0,3789.0,808069.5945880681,1242682.9696526716,0.6408023225125363,0.6502620654839444,19,3,1,95.0,38679,6594,32085,0.11997864673695446,0.08263045032165828,3,194.30697003353563,95.0,8,15,True,"{0: 72, 1: 39, 2: 62, 3: 40, 4: 37, 5: 31, 6: 86, 7: 68}","{(0, 1): [(72, 26), (26, 39)], (0, 2): [(72, 40), (40, 62)], (0, 3): [(72, 40)], (0, 7): [(72, 89), (89, 68)], (1, 3): [(39, 40)], (1, 4): [(39, 80), (80, 37)], (1, 6): [(39, 81), (81, 86)], (2, 4): [(62, 56), (56, 37)], (2, 6): [(62, 86)], (3, 4): [(40, 80), (80, 37)], (3, 6): [(40, 89), (89, 0), (0, 86)], (4, 5): [(37, 53), (53, 24), (24, 31)], (4, 7): [(37, 18), (18, 27), (27, 68)], (5, 6): [(31, 62), (62, 86)], (5, 7): [(31, 68)]}","{(0, 72): {'cpu': 46}, (1, 39): {'cpu': 26}, (2, 62): {'cpu': 42}, (3, 40): {'cpu': 10}, (4, 37): {'cpu': 10}, (5, 31): {'cpu': 37}, (6, 86): {'cpu': 36}, (7, 68): {'cpu': 40}}","{((0, 1), (72, 26)): {'bw': 28}, ((0, 1), (26, 39)): {'bw': 28}, ((0, 2), (72, 40)): {'bw': 0}, ((0, 2), (40, 62)): {'bw': 0}, ((0, 3), (72, 40)): {'bw': 49}, ((0, 7), (72, 89)): {'bw': 23}, ((0, 7), (89, 68)): {'bw': 23}, ((1, 3), (39, 40)): {'bw': 11}, ((1, 4), (39, 80)): {'bw': 35}, ((1, 4), (80, 37)): {'bw': 35}, ((1, 6), (39, 81)): {'bw': 40}, ((1, 6), (81, 86)): {'bw': 40}, ((2, 4), (62, 56)): {'bw': 48}, ((2, 4), (56, 37)): {'bw': 48}, ((2, 6), (62, 86)): {'bw': 18}, ((3, 4), (40, 80)): {'bw': 36}, ((3, 4), (80, 37)): {'bw': 36}, ((3, 6), (40, 89)): {'bw': 40}, ((3, 6), (89, 0)): {'bw': 40}, ((3, 6), (0, 86)): {'bw': 40}, ((4, 5), (37, 53)): {'bw': 38}, ((4, 5), (53, 24)): {'bw': 38}, ((4, 5), (24, 31)): {'bw': 38}, ((4, 7), (37, 18)): {'bw': 39}, ((4, 7), (18, 27)): {'bw': 39}, ((4, 7), (27, 68)): {'bw': 39}, ((5, 6), (31, 62)): {'bw': 20}, ((5, 6), (62, 86)): {'bw': 20}, ((5, 7), (31, 68)): {'bw': 28}}",1164.0,700.0,741.0,247.0,453,247.0,453,247.0,917,464,0.6013745704467354,226173.31311903548,136014.87902347493,116.85127063872417,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],0.6013745704467354,0.0,8.0,15.0
5,5,5,2972.0,4669.0,960065.2770028464,1488558.3382648127,0.6365388734204327,0.6449631514757952,24,4,1,115.0,37799,6406,31393,0.1450687308154277,0.1024160114367405,4,279.4038279683423,115.0,8,16,True,"{0: 50, 1: 74, 2: 86, 3: 0, 4: 69, 5: 98, 6: 39, 7: 96}","{(0, 1): [(50, 74)], (0, 2): [(50, 97), (97, 86)], (0, 4): [(50, 97), (97, 69)], (0, 5): [(50, 5), (5, 98)], (0, 7): [(50, 96)], (2, 3): [(86, 0)], (2, 4): [(86, 9), (9, 69)], (2, 6): [(86, 81), (81, 39)], (2, 7): [(86, 9), (9, 96)], (3, 5): [(0, 25), (25, 98)], (3, 6): [(0, 10), (10, 7), (7, 39)], (3, 7): [(0, 96)], (4, 5): [(69, 9), (9, 98)], (4, 6): [(69, 75), (75, 39)], (4, 7): [(69, 9), (9, 96)], (6, 7): [(39, 36), (36, 10), (10, 96)]}","{(0, 50): {'cpu': 25}, (1, 74): {'cpu': 36}, (2, 86): {'cpu': 16}, (3, 0): {'cpu': 43}, (4, 69): {'cpu': 42}, (5, 98): {'cpu': 5}, (6, 39): {'cpu': 5}, (7, 96): {'cpu': 16}}","{((0, 1), (50, 74)): {'bw': 45}, ((0, 2), (50, 97)): {'bw': 49}, ((0, 2), (97, 86)): {'bw': 49}, ((0, 4), (50, 97)): {'bw': 3}, ((0, 4), (97, 69)): {'bw': 3}, ((0, 5), (50, 5)): {'bw': 3}, ((0, 5), (5, 98)): {'bw': 3}, ((0, 7), (50, 96)): {'bw': 0}, ((2, 3), (86, 0)): {'bw': 25}, ((2, 4), (86, 9)): {'bw': 19}, ((2, 4), (9, 69)): {'bw': 19}, ((2, 6), (86, 81)): {'bw': 13}, ((2, 6), (81, 39)): {'bw': 13}, ((2, 7), (86, 9)): {'bw': 15}, ((2, 7), (9, 96)): {'bw': 15}, ((3, 5), (0, 25)): {'bw': 32}, ((3, 5), (25, 98)): {'bw': 32}, ((3, 6), (0, 10)): {'bw': 48}, ((3, 6), (10, 7)): {'bw': 48}, ((3, 6), (7, 39)): {'bw': 48}, ((3, 7), (0, 96)): {'bw': 22}, ((4, 5), (69, 9)): {'bw': 14}, ((4, 5), (9, 98)): {'bw': 14}, ((4, 6), (69, 75)): {'bw': 31}, ((4, 6), (75, 39)): {'bw': 31}, ((4, 7), (69, 9)): {'bw': 13}, ((4, 7), (9, 96)): {'bw': 13}, ((6, 7), (39, 36)): {'bw': 24}, ((6, 7), (36, 10)): {'bw': 24}, ((6, 7), (10, 96)): {'bw': 24}}",880.0,544.0,564.0,188.0,356,188.0,356,188.0,692,336,0.6181818181818182,245875.3686121412,151995.68241477822,172.72236638042978,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],0.6181818181818182,0.0,8.0,16.0
6,6,6,3367.0,5424.0,1227826.808006448,2000355.6949932156,0.6207595870206489,0.6138042404556517,27,5,1,144.0,37044,6280,30764,0.16188442546376614,0.12040028591851326,5,677.877293680004,144.0,8,12,True,"{0: 83, 1: 18, 2: 72, 3: 26, 4: 16, 5: 94, 6: 32, 7: 57}","{(0, 2): [(83, 16), (16, 72)], (0, 6): [(83, 37), (37, 32)], (1, 2): [(18, 27), (27, 89), (89, 72)], (1, 3): [(18, 35), (35, 26)], (1, 5): [(18, 63), (63, 94)], (1, 7): [(18, 91), (91, 15), (15, 57)], (2, 6): [(72, 65), (65, 32)], (2, 7): [(72, 58), (58, 57)], (3, 4): [(26, 55), (55, 72), (72, 16)], (3, 7): [(26, 45), (45, 57)], (5, 7): [(94, 90), (90, 57)], (6, 7): [(32, 79), (79, 57)]}","{(0, 83): {'cpu': 11}, (1, 18): {'cpu': 20}, (2, 72): {'cpu': 13}, (3, 26): {'cpu': 4}, (4, 16): {'cpu': 14}, (5, 94): {'cpu': 47}, (6, 32): {'cpu': 3}, (7, 57): {'cpu': 14}}","{((0, 2), (83, 16)): {'bw': 25}, ((0, 2), (16, 72)): {'bw': 25}, ((0, 6), (83, 37)): {'bw': 1}, ((0, 6), (37, 32)): {'bw': 1}, ((1, 2), (18, 27)): {'bw': 13}, ((1, 2), (27, 89)): {'bw': 13}, ((1, 2), (89, 72)): {'bw': 13}, ((1, 3), (18, 35)): {'bw': 33}, ((1, 3), (35, 26)): {'bw': 33}, ((1, 5), (18, 63)): {'bw': 46}, ((1, 5), (63, 94)): {'bw': 46}, ((1, 7), (18, 91)): {'bw': 37}, ((1, 7), (91, 15)): {'bw': 37}, ((1, 7), (15, 57)): {'bw': 37}, ((2, 6), (72, 65)): {'bw': 31}, ((2, 6), (65, 32)): {'bw': 31}, ((2, 7), (72, 58)): {'bw': 20}, ((2, 7), (58, 57)): {'bw': 20}, ((3, 4), (26, 55)): {'bw': 41}, ((3, 4), (55, 72)): {'bw': 41}, ((3, 4), (72, 16)): {'bw': 41}, ((3, 7), (26, 45)): {'bw': 20}, ((3, 7), (45, 57)): {'bw': 20}, ((5, 7), (94, 90)): {'bw': 2}, ((5, 7), (90, 57)): {'bw': 2}, ((6, 7), (32, 79)): {'bw': 0}, ((6, 7), (79, 57)): {'bw': 0}}",755.0,395.0,378.0,126.0,269,126.0,269,126.0,629,360,0.5231788079470199,511797.356728403,267761.53100360156,354.6510344418564,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],0.5231788079470199,0.0,8.0,12.0
7,7,7,3999.0,6575.0,1633443.0907534584,2739065.0960087366,0.608212927756654,0.5963505917160022,30,6,1,165.0,35893,6126,29767,0.1824369411450687,0.14890636168691918,6,641.7979157389408,165.0,8,14,True,"{0: 25, 1: 16, 2: 0, 3: 94, 4: 83, 5: 64, 6: 96, 7: 24}","{(0, 1): [(25, 0), (0, 16)], (0, 3): [(25, 71), (71, 94)], (0, 6): [(25, 37), (37, 96)], (0, 7): [(25, 48), (48, 24)], (1, 4): [(16, 4), (4, 81), (81, 83)], (1, 7): [(16, 4), (4, 24)], (2, 3): [(0, 13), (13, 5), (5, 94)], (2, 4): [(0, 10), (10, 59), (59, 83)], (2, 5): [(0, 32), (32, 64)], (2, 6): [(0, 96)], (3, 5): [(94, 87), (87, 64)], (4, 6): [(83, 37), (37, 96)], (4, 7): [(83, 2), (2, 1), (1, 24)], (6, 7): [(96, 24)]}","{(0, 25): {'cpu': 22}, (1, 16): {'cpu': 30}, (2, 0): {'cpu': 17}, (3, 94): {'cpu': 16}, (4, 83): {'cpu': 10}, (5, 64): {'cpu': 12}, (6, 96): {'cpu': 37}, (7, 24): {'cpu': 10}}","{((0, 1), (25, 0)): {'bw': 5}, ((0, 1), (0, 16)): {'bw': 5}, ((0, 3), (25, 71)): {'bw': 44}, ((0, 3), (71, 94)): {'bw': 44}, ((0, 6), (25, 37)): {'bw': 50}, ((0, 6), (37, 96)): {'bw': 50}, ((0, 7), (25, 48)): {'bw': 47}, ((0, 7), (48, 24)): {'bw': 47}, ((1, 4), (16, 4)): {'bw': 25}, ((1, 4), (4, 81)): {'bw': 25}, ((1, 4), (81, 83)): {'bw': 25}, ((1, 7), (16, 4)): {'bw': 18}, ((1, 7), (4, 24)): {'bw': 18}, ((2, 3), (0, 13)): {'bw': 32}, ((2, 3), (13, 5)): {'bw': 32}, ((2, 3), (5, 94)): {'bw': 32}, ((2, 4), (0, 10)): {'bw': 30}, ((2, 4), (10, 59)): {'bw': 30}, ((2, 4), (59, 83)): {'bw': 30}, ((2, 5), (0, 32)): {'bw': 46}, ((2, 5), (32, 64)): {'bw': 46}, ((2, 6), (0, 96)): {'bw': 45}, ((3, 5), (94, 87)): {'bw': 22}, ((3, 5), (87, 64)): {'bw': 22}, ((4, 6), (83, 37)): {'bw': 43}, ((4, 6), (37, 96)): {'bw': 43}, ((4, 7), (83, 2)): {'bw': 35}, ((4, 7), (2, 1)): {'bw': 35}, ((4, 7), (1, 24)): {'bw': 35}, ((6, 7), (96, 24)): {'bw': 36}}",1151.0,632.0,462.0,154.0,478,154.0,478,154.0,997,519,0.5490877497827976,738709.4010155208,405616.2827470106,352.40337336838456,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],0.5490877497827976,0.0,8.0,14.0
8,8,8,4585.0,7500.0,2112971.4505549488,3495999.793647608,0.6113333333333333,0.6043969036824073,34,7,1,194.0,34968,5940,29028,0.20726010943547313,0.170035739814153,7,818.307781231212,194.0,8,12,True,"{0: 26, 1: 80, 2: 12, 3: 98, 4: 4, 5: 74, 6: 88, 7: 61}","{(0, 1): [(26, 45), (45, 80)], (0, 6): [(26, 48), (48, 88)], (0, 7): [(26, 61)], (1, 5): [(80, 94), (94, 74)], (1, 6): [(80, 88)], (2, 3): [(12, 5), (5, 98)], (2, 5): [(12, 47), (47, 51), (51, 74)], (3, 4): [(98, 32), (32, 4)], (3, 6): [(98, 88)], (4, 7): [(4, 40), (40, 61)], (5, 6): [(74, 94), (94, 88)], (5, 7): [(74, 98), (98, 61)]}","{(0, 26): {'cpu': 2}, (1, 80): {'cpu': 34}, (2, 12): {'cpu': 46}, (3, 98): {'cpu': 3}, (4, 4): {'cpu': 39}, (5, 74): {'cpu': 18}, (6, 88): {'cpu': 20}, (7, 61): {'cpu': 24}}","{((0, 1), (26, 45)): {'bw': 46}, ((0, 1), (45, 80)): {'bw': 46}, ((0, 6), (26, 48)): {'bw': 33}, ((0, 6), (48, 88)): {'bw': 33}, ((0, 7), (26, 61)): {'bw': 27}, ((1, 5), (80, 94)): {'bw': 36}, ((1, 5), (94, 74)): {'bw': 36}, ((1, 6), (80, 88)): {'bw': 39}, ((2, 3), (12, 5)): {'bw': 27}, ((2, 3), (5, 98)): {'bw': 27}, ((2, 5), (12, 47)): {'bw': 48}, ((2, 5), (47, 51)): {'bw': 48}, ((2, 5), (51, 74)): {'bw': 48}, ((3, 4), (98, 32)): {'bw': 4}, ((3, 4), (32, 4)): {'bw': 4}, ((3, 6), (98, 88)): {'bw': 43}, ((4, 7), (4, 40)): {'bw': 48}, ((4, 7), (40, 61)): {'bw': 48}, ((5, 6), (74, 94)): {'bw': 9}, ((5, 6), (94, 88)): {'bw': 9}, ((5, 7), (74, 98)): {'bw': 40}, ((5, 7), (98, 61)): {'bw': 40}}",925.0,586.0,558.0,186.0,400,186.0,400,186.0,739,339,0.6335135135135135,756934.697638871,479528.3598014902,518.4090376232326,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],0.6335135135135135,0.0,8.0,12.0
9,9,9,5063.0,8388.0,2204964.0652471655,3666898.2075528135,0.6036003814973772,0.601315864374293,37,8,1,223.0,34080,5766,28314,0.23048178299746425,0.19045032165832743,8,192.45316881216863,223.0,8,15,True,"{0: 24, 1: 73, 2: 48, 3: 4, 4: 55, 5: 58, 6: 1, 7: 39}","{(0, 2): [(24, 48)], (0, 3): [(24, 4)], (0, 4): [(24, 15), (15, 55)], (0, 5): [(24, 31), (31, 55), (55, 58)], (0, 6): [(24, 42), (42, 12), (12, 1)], (1, 2): [(73, 40), (40, 63), (63, 48)], (1, 3): [(73, 16), (16, 4)], (1, 5): [(73, 16), (16, 54), (54, 58)], (1, 7): [(73, 40), (40, 39)], (2, 4): [(48, 64), (64, 34), (34, 55)], (2, 7): [(48, 24), (24, 1), (1, 39)], (3, 5): [(4, 22), (22, 58)], (4, 5): [(55, 58)], (4, 7): [(55, 29), (29, 39)], (5, 6): [(58, 57), (57, 39), (39, 1)]}","{(0, 24): {'cpu': 44}, (1, 73): {'cpu': 30}, (2, 48): {'cpu': 23}, (3, 4): {'cpu': 18}, (4, 55): {'cpu': 22}, (5, 58): {'cpu': 8}, (6, 1): {'cpu': 29}, (7, 39): {'cpu': 0}}","{((0, 2), (24, 48)): {'bw': 0}, ((0, 3), (24, 4)): {'bw': 17}, ((0, 4), (24, 15)): {'bw': 14}, ((0, 4), (15, 55)): {'bw': 14}, ((0, 5), (24, 31)): {'bw': 45}, ((0, 5), (31, 55)): {'bw': 45}, ((0, 5), (55, 58)): {'bw': 45}, ((0, 6), (24, 42)): {'bw': 48}, ((0, 6), (42, 12)): {'bw': 48}, ((0, 6), (12, 1)): {'bw': 48}, ((1, 2), (73, 40)): {'bw': 3}, ((1, 2), (40, 63)): {'bw': 3}, ((1, 2), (63, 48)): {'bw': 3}, ((1, 3), (73, 16)): {'bw': 2}, ((1, 3), (16, 4)): {'bw': 2}, ((1, 5), (73, 16)): {'bw': 9}, ((1, 5), (16, 54)): {'bw': 9}, ((1, 5), (54, 58)): {'bw': 9}, ((1, 7), (73, 40)): {'bw': 44}, ((1, 7), (40, 39)): {'bw': 44}, ((2, 4), (48, 64)): {'bw': 44}, ((2, 4), (64, 34)): {'bw': 44}, ((2, 4), (34, 55)): {'bw': 44}, ((2, 7), (48, 24)): {'bw': 4}, ((2, 7), (24, 1)): {'bw': 4}, ((2, 7), (1, 39)): {'bw': 4}, ((3, 5), (4, 22)): {'bw': 25}, ((3, 5), (22, 58)): {'bw': 25}, ((4, 5), (55, 58)): {'bw': 36}, ((4, 7), (55, 29)): {'bw': 7}, ((4, 7), (29, 39)): {'bw': 7}, ((5, 6), (58, 57)): {'bw': 6}, ((5, 6), (57, 39)): {'bw': 6}, ((5, 6), (39, 1)): {'bw': 6}}",888.0,478.0,522.0,174.0,304,174.0,304,174.0,714,410,0.5382882882882883,170898.41390520573,91992.61469221661,103.59528681555925,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,True,False,0,[],0.5382882882882883,0.0,8.0,15.0
10,9,9,5063.0,8388.0,2204964.0652471655,3666898.2075528135,0.6036003814973772,0.601315864374293,37,9,1,244.0,34080,5766,28314,0.23048178299746425,0.19045032165832743,9,416.67708323105205,244.0,8,15,False,"{0: 90, 1: 61, 2: 88, 3: 94, 4: 40, 5: 59, 6: 67, 7: 65}","{(0, 1): [(90, 6), (6, 26), (26, 61)], (0, 3): [(90, 94)], (0, 4): [(90, 62), (62, 40)], (0, 5): [(90, 25), (25, 35), (35, 59)], (0, 6): [(90, 14), (14, 67)], (1, 3): [(61, 26), (26, 94)], (2, 3): [(88, 94)], (2, 4): [(88, 40)], (2, 6): [(88, 94), (94, 67)], (2, 7): [(88, 55), (55, 65)], (3, 4): [(94, 63), (63, 40)], (4, 5): [(40, 35), (35, 59)], (4, 7): []}","{(0, 90): {'cpu': 39}, (1, 61): {'cpu': 33}, (2, 88): {'cpu': 14}, (3, 94): {'cpu': 18}, (4, 40): {'cpu': 1}, (5, 59): {'cpu': 42}, (6, 67): {'cpu': 16}, (7, 65): {'cpu': 18}}","{((0, 1), (90, 6)): {'bw': 27}, ((0, 1), (6, 26)): {'bw': 27}, ((0, 1), (26, 61)): {'bw': 27}, ((0, 3), (90, 94)): {'bw': 7}, ((0, 4), (90, 62)): {'bw': 17}, ((0, 4), (62, 40)): {'bw': 17}, ((0, 5), (90, 25)): {'bw': 49}, ((0, 5), (25, 35)): {'bw': 49}, ((0, 5), (35, 59)): {'bw': 49}, ((0, 6), (90, 14)): {'bw': 16}, ((0, 6), (14, 67)): {'bw': 16}, ((1, 3), (61, 26)): {'bw': 18}, ((1, 3), (26, 94)): {'bw': 18}, ((2, 3), (88, 94)): {'bw': 14}, ((2, 4), (88, 40)): {'bw': 24}, ((2, 6), (88, 94)): {'bw': 12}, ((2, 6), (94, 67)): {'bw': 12}, ((2, 7), (88, 55)): {'bw': 49}, ((2, 7), (55, 65)): {'bw': 49}, ((3, 4), (94, 63)): {'bw': 7}, ((3, 4), (63, 40)): {'bw': 7}, ((4, 5), (40, 35)): {'bw': 27}, ((4, 5), (35, 59)): {'bw': 27}}",0.0,0.0,543.0,181.0,361,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,Route Failure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,0,[],0.0,0.0,8.0,13.0
