update_time,lr,loss/loss,loss/actor_loss,loss/critic_loss,loss/entropy_loss,value/logprob,value/old_action_logprob,value/value,value/return,value/advantage,value/reward,grad/grad_clipped
3275,0.001,-0.020799965,-0.0009483695,0.006917813,3.047432,-2.9990995,-2.999489,0.6041581,0.58855945,-1.8626451e-08,0.076216474,0.08176701
3296,0.001,-0.023391291,-0.0023829937,0.0035352542,3.013629,-3.3253834,-3.3239532,0.5648874,0.5559718,-1.4901161e-08,0.07332915,0.09833331
3317,0.001,-0.021990154,-0.00092496723,0.004696574,3.0901444,-3.3615127,-3.3604553,0.5524949,0.561899,1.1175871e-08,0.072515324,0.06406151
3338,0.001,-0.020511478,9.631738e-05,0.0039986954,3.047731,-3.0357683,-3.035953,0.577565,0.5663205,-1.8626451e-08,0.07430056,0.054628704
3359,0.001,-0.020618442,0.0002442617,0.003426629,2.9476767,-2.9241428,-2.9243164,0.5502392,0.5593887,0.0,0.071562216,0.04940193
3380,0.001,-0.021401921,-0.001807455,0.0044962256,2.952439,-3.289338,-3.2868977,0.58816403,0.5760787,7.450581e-09,0.0743072,0.064306274
3401,0.001,-0.022547496,-0.0014696829,0.005525803,3.100867,-2.8607414,-2.8616505,0.57897544,0.58962667,1.21071935e-08,0.07566572,0.070876285
3422,0.001,-0.019478686,-0.0005420414,0.005446832,2.9339185,-3.001357,-3.001211,0.5802062,0.5708772,-5.5879354e-09,0.07458781,0.04961838
3443,0.001,-0.021551952,-0.00059424713,0.0034693878,3.0082765,-2.857396,-2.8577173,0.5888562,0.57554555,1.1175871e-08,0.07534033,0.061328888
3464,0.001,-0.02107303,-0.00065913517,0.0053273262,3.0481393,-3.0590475,-3.0587761,0.60879374,0.5867108,-2.7939677e-09,0.077924855,0.09271528
3485,0.001,-0.020800859,-0.00082472805,0.0037365695,2.9336705,-2.9356964,-2.935546,0.5656673,0.56399983,-1.8626451e-09,0.07372946,0.03604137
3506,0.001,-0.021574894,-0.00090920925,0.004222212,2.995955,-2.9984424,-2.9983706,0.5610455,0.5645454,-7.450581e-09,0.07331293,0.050877634
3527,0.001,-0.022055224,-0.0011579953,0.0027347878,2.979882,-3.224279,-3.2232165,0.56411374,0.5504417,-1.8626451e-08,0.07279177,0.061395224
3548,0.001,-0.021737752,-0.00022682408,0.0023665798,2.9871879,-3.2069607,-3.2061424,0.55597913,0.55461437,1.3504177e-08,0.07211509,0.02298125
