update_time,lr,loss/loss,loss/actor_loss,loss/critic_loss,loss/entropy_loss,value/logprob,value/old_action_logprob,value/value,value/return,value/advantage,value/reward,grad/grad_clipped
3569,0.001,-0.020637766,-0.0001720339,0.002576614,2.8877263,-3.1295407,-3.128852,0.5711849,0.56419265,2.6077032e-08,0.07359138,0.03769536
3590,0.001,-0.02120765,-0.00020371377,0.0031587658,2.9915056,-2.9131527,-2.9132786,0.5729977,0.57095295,-3.7252903e-09,0.073974684,0.039785307
3611,0.001,-0.019834418,-0.0008281693,0.0065004746,3.0406275,-2.955302,-2.9557323,0.5708185,0.58068,-2.2351742e-08,0.07433623,0.0572343
3632,0.001,-0.021724345,-9.980053e-06,0.0030918992,3.114058,-3.1624687,-3.1632738,0.54741514,0.5453294,3.7252903e-09,0.07118999,0.026695222
3653,0.001,-0.021156983,-0.0006720722,0.0035022176,2.9741066,-2.7327569,-2.7335637,0.58787376,0.58579123,-7.450581e-09,0.07562945,0.037170105
3674,0.001,-0.021313751,-0.0001792917,0.0034902692,3.0603254,-3.0704532,-3.07065,0.5890586,0.5795212,-2.142042e-08,0.0758833,0.053732526
3695,0.001,-0.02022165,-0.0007083751,0.005428958,3.0218887,-2.8722699,-2.872682,0.5890201,0.5983697,1.8626451e-09,0.07637069,0.052780017
3716,0.001,-0.019572806,-0.0012918599,0.006306222,2.8899856,-2.8012192,-2.8017805,0.57840884,0.5839614,3.7252903e-09,0.07488022,0.050422598
3737,0.001,-0.020647494,-0.00057071075,0.0060861977,3.0725176,-3.079532,-3.0796607,0.5927521,0.5804563,1.8626451e-08,0.075417966,0.0671184
3758,0.001,-0.020356243,-0.00045450777,0.0050445865,3.027691,-2.9321432,-2.9322302,0.5677339,0.5616665,-1.1175871e-08,0.073441796,0.03561047
3779,0.001,-0.020854555,-0.00034157187,0.0023175722,2.8864272,-2.830257,-2.8303027,0.5460595,0.5437424,7.450581e-09,0.07105777,0.027964251
3800,0.001,-0.021356873,-0.001322791,0.0031726605,2.9002295,-2.7277865,-2.7282457,0.5750816,0.5727587,-1.4901161e-08,0.07368599,0.04937427
3821,0.001,-0.022597268,-0.0014612656,0.003012668,3.0643456,-2.9665148,-2.9675405,0.5683999,0.5755297,-8.381903e-09,0.07379523,0.04866572
3842,0.001,-0.022014134,-0.00087735057,0.0026942694,2.9870365,-2.958976,-2.9590871,0.5546967,0.57073146,3.7252903e-08,0.073345274,0.06894603
3863,0.001,-0.019790815,-5.3029507e-05,0.0035359424,2.912444,-3.0368543,-3.0369694,0.57831645,0.5779134,-1.8626451e-08,0.07483521,0.01877954
3884,0.001,-0.018838098,-9.725522e-05,0.0035707366,2.8428774,-2.6540053,-2.6543071,0.58037287,0.57331,-2.3283064e-08,0.0747857,0.03596934
3905,0.001,-0.021787193,-0.0021317718,0.0050378568,2.9769015,-2.9935927,-2.993541,0.55117106,0.5649396,6.0535967e-09,0.07217129,0.07366726
3926,0.001,-0.020536337,-0.0007874891,0.0027173704,2.8841896,-3.0375123,-3.037506,0.58129543,0.5712893,-1.4901161e-08,0.07422082,0.0593288
3947,0.001,-0.019857097,-0.0024548937,0.0043419464,2.736629,-3.1056292,-3.103352,0.5557097,0.5575576,8.381903e-09,0.072653234,0.07603227
3968,0.001,-0.019176891,-0.0005042851,0.0039969413,2.832147,-3.0515335,-3.050724,0.5785179,0.57735974,4.656613e-09,0.07401665,0.03764688
3989,0.001,-0.018684722,-0.00092224777,0.0043948274,2.7852898,-2.9122212,-2.911717,0.56142217,0.55450004,0.0,0.07242382,0.048526537
4010,0.001,-0.018184941,-0.00033670478,0.0038516324,2.7842913,-2.9748626,-2.9743874,0.57704836,0.5667343,-1.1175871e-08,0.07398909,0.046523154
4031,0.001,-0.02051182,-0.00075148605,0.0038179085,2.944307,-3.0346842,-3.034261,0.5773107,0.5827465,-1.8626451e-09,0.07524242,0.044275265
4052,0.001,-0.019420689,-0.00017550588,0.0037941532,2.8496728,-2.8894813,-2.889248,0.5804333,0.5701636,-3.3527613e-08,0.07470457,0.04656857
4073,0.001,-0.020746786,-0.00036512688,0.0021931932,2.9067793,-3.0363157,-3.0360713,0.5631181,0.5583576,-9.313226e-09,0.07280879,0.035531566
4094,0.001,-0.018973785,0.00014611427,0.003481374,2.7742505,-2.748323,-2.7484248,0.56254315,0.5552209,5.5879354e-09,0.072802566,0.031054279
4115,0.001,-0.020175137,-0.00013732351,0.0036594013,2.944407,-2.8942404,-2.8937988,0.5620344,0.5637535,-1.8626451e-09,0.072594725,0.03422914
4136,0.001,-0.020148166,9.816419e-05,0.0030685607,2.9841318,-2.9840438,-2.9836984,0.59313977,0.58236283,2.142042e-08,0.07568653,0.042502947
4157,0.001,-0.019600982,-0.0011639893,0.0045241145,2.8553572,-2.9988573,-2.9985552,0.5742092,0.5862828,2.2351742e-08,0.07458465,0.07602084
4178,0.001,-0.023487749,-0.005498318,0.0029599227,2.7657971,-3.0785627,-3.0758083,0.57563996,0.56541574,1.1175871e-08,0.07506591,0.12487671
4199,0.001,-0.017024979,-0.00090103224,0.0041234684,2.598674,-2.6633072,-2.6627116,0.59698564,0.5942952,-3.7252903e-09,0.07723218,0.054251
4220,0.001,-0.01938162,-0.0009772945,0.003203487,2.7430906,-2.799066,-2.7989814,0.56227523,0.5643939,9.313226e-09,0.07360555,0.04608077
4241,0.001,-0.0194119,-0.00072773173,0.0046725273,2.897056,-2.9534652,-2.9538703,0.5595884,0.5747151,1.1175871e-08,0.07375226,0.063084185
4262,0.001,-0.017942298,-0.0013634413,0.004400184,2.6766484,-2.8936954,-2.893192,0.5898925,0.58660823,7.450581e-09,0.07542635,0.06033773
4283,0.001,-0.019813783,-0.0010353364,0.0030677887,2.758375,-2.687122,-2.686866,0.57668036,0.57535964,-1.6763806e-08,0.075447634,0.06378426
4304,0.001,-0.018977912,-0.0007081032,0.0037127335,2.8046408,-2.7250595,-2.725043,0.57608926,0.5790013,-1.4901161e-08,0.07453333,0.05536088
4325,0.001,-0.017903097,-0.00043303333,0.0049248026,2.793625,-2.8318586,-2.8319952,0.58920246,0.5813254,1.8626451e-09,0.07538446,0.05122826
4346,0.001,-0.018267076,-0.0010480601,0.0037800926,2.726463,-2.731601,-2.7318363,0.55718535,0.555902,9.313226e-10,0.07241639,0.050615683
4367,0.001,-0.016488131,-0.00030531362,0.0047872593,2.7094407,-2.6634607,-2.663951,0.5721899,0.5708298,1.7695129e-08,0.07431576,0.039078016
4388,0.001,-0.020541526,-0.0013889894,0.0035202948,2.8947861,-2.962189,-2.961111,0.5824067,0.5719629,3.7252903e-08,0.07444708,0.054047722
4409,0.001,-0.019248825,-0.002997443,0.004821923,2.655936,-2.8701508,-2.8688588,0.58268964,0.58018184,7.450581e-09,0.07453288,0.09001543
4430,0.001,-0.01725506,-0.00011643302,0.0035463823,2.6905637,-2.7865589,-2.7861924,0.5564567,0.5716405,-5.5879354e-09,0.07357989,0.053663015
4451,0.001,-0.020248484,-0.0027604997,0.0032291126,2.7092597,-2.9172592,-2.9157333,0.58417565,0.57248473,-3.7252903e-08,0.07484153,0.098182164
4472,0.001,-0.021325927,-0.0032504909,0.0032471432,2.7709873,-2.7151418,-2.7152867,0.55973285,0.579111,-1.4901161e-08,0.07372666,0.09976167
4493,0.001,-0.017913718,-0.0008675549,0.0048057633,2.8119104,-2.5927894,-2.5940573,0.5846682,0.5977181,-2.0489097e-08,0.07601881,0.053591236
4514,0.001,-0.016770821,-0.0008112611,0.0042848764,2.6317034,-2.5745246,-2.5747886,0.59385425,0.58536863,-3.1664968e-08,0.07640866,0.045050286
4535,0.001,-0.01899323,-0.0007715374,0.0027788319,2.7902756,-2.7680106,-2.7676651,0.5687676,0.56892014,-2.2351742e-08,0.07418029,0.03801915
4556,0.001,-0.017987482,-0.0004906119,0.0034080108,2.7377317,-2.6530817,-2.652968,0.60155386,0.59861016,-4.8894435e-09,0.077166565,0.037505284
4577,0.001,-0.01669474,-5.7198107e-05,0.0025580865,2.6401978,-2.327952,-2.3286436,0.5591186,0.5656666,1.4901161e-08,0.07382841,0.032136478
4598,0.001,-0.017611109,-0.00013607368,0.0031475779,2.6855044,-2.5970504,-2.5967298,0.56569177,0.5641035,1.8626451e-09,0.07353928,0.02395672
4619,0.001,-0.017206669,-0.0003235275,0.0045300513,2.7203958,-2.7523022,-2.7521558,0.57723963,0.58998907,-7.450581e-09,0.07573712,0.051720403
4640,0.001,-0.019062681,-0.0011568405,0.0036718084,2.778534,-2.803966,-2.803769,0.59296846,0.5676483,5.2154064e-08,0.07456875,0.10269068
4661,0.001,-0.016707323,-0.0004628785,0.0027091573,2.590732,-2.8496828,-2.8490374,0.58916986,0.58102953,-1.8626451e-08,0.07599817,0.046144202
4682,0.001,-0.016915407,-0.0010835566,0.0025675523,2.5140269,-2.5480485,-2.5479932,0.58185315,0.5900417,8.381903e-09,0.075970575,0.044753324
4703,0.001,-0.018577715,-0.00020679832,0.0015769174,2.760496,-2.5594792,-2.5604,0.57034063,0.57418096,-1.8626451e-08,0.074632086,0.02267424
4724,0.001,-0.014992598,-0.00012870505,0.0047976538,2.588281,-2.8070743,-2.807323,0.59641814,0.57606727,3.3527613e-08,0.07543522,0.08103658
4745,0.001,-0.015545115,-0.0007740399,0.004588978,2.4959934,-2.4040337,-2.404077,0.60899913,0.59464663,-2.7939677e-09,0.07737462,0.0678966
4766,0.001,-0.016872603,-0.0005087778,0.0036686321,2.653172,-2.6726742,-2.6730018,0.56476766,0.5788531,1.6763806e-08,0.07380067,0.062146574
4787,0.001,-0.016305808,-0.00014593452,0.004292912,2.6884053,-3.1503017,-3.1506057,0.5838671,0.57331896,2.2351742e-08,0.0746883,0.039817076
4808,0.001,-0.015235409,-0.00055841357,0.0044970564,2.569672,-2.2956254,-2.296015,0.5959699,0.59394526,5.5879354e-09,0.07639578,0.028257772
4829,0.001,-0.016188879,-0.0001539588,0.0032540087,2.595924,-2.4826436,-2.4826887,0.5616,0.5702707,-3.7252903e-09,0.07487787,0.043341234
4850,0.001,-0.017382313,-0.00056321546,0.004284404,2.7338867,-2.763057,-2.7627778,0.5777946,0.569541,3.7252903e-09,0.07485707,0.047789164
4871,0.001,-0.01574346,-0.0001998283,0.0059101535,2.693638,-2.5438948,-2.542988,0.59637356,0.59632915,-1.8626451e-09,0.07667265,0.015866669
4892,0.001,-0.016159203,-0.00046090037,0.0030820034,2.5993078,-2.5512216,-2.5509868,0.5793729,0.572581,7.450581e-09,0.074946895,0.041503
4913,0.001,-0.017455788,-0.000665145,0.0020094663,2.5726695,-2.87102,-2.8709154,0.56531405,0.5679728,0.0,0.0738858,0.04031641
4934,0.001,-0.018567882,-0.0009907596,0.0024352078,2.7022135,-2.7648244,-2.764817,0.5711354,0.57310015,-1.4901161e-08,0.07355524,0.062432107
4955,0.001,-0.014628266,3.3874065e-05,0.0058021676,2.5949934,-2.2866638,-2.2863226,0.5948815,0.60432786,1.8626451e-09,0.0773527,0.036852468
4976,0.001,-0.016459424,-0.0007261783,0.0025712284,2.554223,-2.704783,-2.7048233,0.55533266,0.56017673,3.7252903e-09,0.072704,0.03323016
4997,0.001,-0.018188778,-0.0006958619,0.003920088,2.8162525,-2.5852666,-2.586402,0.58086157,0.58392185,1.4901161e-08,0.074462846,0.03511511
5018,0.001,-0.018325124,-0.00030535925,0.0033247836,2.7880423,-3.117903,-3.118246,0.6010691,0.60483253,3.7252903e-09,0.07748787,0.04921382
5039,0.001,-0.016409196,-7.103849e-05,0.0042632236,2.6668704,-2.392115,-2.3915262,0.57254094,0.56792337,2.7939677e-09,0.0743807,0.020518977
5060,0.001,-0.016963543,-0.00020427722,0.0025980766,2.6286838,-2.4282944,-2.4281633,0.5780458,0.5755684,-1.8626451e-09,0.07479222,0.031126698
5081,0.001,-0.016547238,-0.0001234021,0.0024764505,2.6122034,-2.4863827,-2.4863403,0.5699688,0.57075775,0.0,0.07331721,0.04501762
5102,0.001,-0.017658047,-0.00041761994,0.0033205058,2.7122262,-2.675704,-2.6758893,0.58393544,0.58239067,1.1175871e-08,0.07520622,0.034196477
5123,0.001,-0.01513562,-0.0006169118,0.005552253,2.5206087,-2.4191244,-2.4194717,0.6284937,0.6087969,4.4703484e-08,0.07958678,0.07620524
5144,0.001,-0.01655862,-0.0007056147,0.0025971208,2.5227578,-2.7207537,-2.7197568,0.56298244,0.56512666,2.4214387e-08,0.07324871,0.038574886
5165,0.001,-0.01746983,-0.001211565,0.0039171525,2.6539967,-2.717936,-2.7176008,0.5835588,0.59783393,2.2351742e-08,0.077368714,0.06960597
5186,0.001,-0.016553104,-0.0011805184,0.0036722198,2.5565188,-2.6666057,-2.6662421,0.57834446,0.58524215,-2.4214387e-08,0.0752911,0.055523764
5207,0.001,-0.018391317,-0.00048798136,0.0027946222,2.7681124,-2.617361,-2.6182022,0.60642713,0.6063871,-1.8626451e-09,0.07737268,0.035419933
5228,0.001,-0.018770963,-0.0010959245,0.002531894,2.7495477,-2.6613808,-2.6610248,0.57630223,0.57372135,-1.8626451e-09,0.07482715,0.06863647
5249,0.001,-0.01638472,-0.0009508915,0.0027523648,2.479481,-2.4911368,-2.4912195,0.5661188,0.5768467,-2.2351742e-08,0.07445668,0.055200323
5270,0.001,-0.015404512,0.00038303062,0.0028344318,2.5093975,-2.47398,-2.4741688,0.56894237,0.56811357,-1.8626451e-08,0.07388855,0.046003193
5291,0.001,-0.016474772,-0.0009855777,0.003740139,2.5498357,-2.858912,-2.85774,0.59494406,0.6054856,3.7252903e-09,0.07746133,0.056422282
5312,0.001,-0.015909404,-0.00075306743,0.0047862134,2.5608938,-2.4617295,-2.4622698,0.58018714,0.5932222,1.3038516e-08,0.07512613,0.05287782
5333,0.001,-0.014808414,-0.00013453141,0.0045918,2.5193434,-2.3963008,-2.3958917,0.6006196,0.60313475,-1.8626451e-09,0.07706517,0.026656622
5354,0.001,-0.016072351,-0.00014854595,0.0034697556,2.619731,-2.5837855,-2.5836644,0.56343925,0.565158,-1.4901161e-08,0.07338606,0.030408846
5375,0.001,-0.01807543,-0.00082340837,0.0023369517,2.684501,-2.6194165,-2.6195755,0.59463364,0.5862337,-1.1175871e-08,0.076593265,0.04851883
5396,0.001,-0.017043944,-0.00095107034,0.003354611,2.5081568,-2.60817,-2.6083097,0.5680584,0.5847802,4.4703484e-08,0.07461285,0.075377695
5417,0.001,-0.015026704,-0.0005100509,0.007416344,2.6385252,-2.255434,-2.2549376,0.5965144,0.60971063,1.3038516e-08,0.0773529,0.051102698
5438,0.001,-0.017121442,-0.00033712015,0.002654669,2.6245482,-2.6458352,-2.6458647,0.58195674,0.56846684,0.0,0.074076146,0.050472107
5459,0.001,-0.016859103,-0.0013643783,0.0049902014,2.6310933,-2.6381435,-2.6379955,0.57253647,0.5772855,-1.4901161e-08,0.07510976,0.066123806
5480,0.001,-0.016481552,-0.0010946039,0.004450199,2.6124961,-2.5788884,-2.5789971,0.6058986,0.59287024,1.8626451e-09,0.07709185,0.05958853
5501,0.001,-0.0173078,-0.0002049841,0.0024113562,2.6775618,-2.4088836,-2.4095929,0.5976008,0.58687234,7.450581e-09,0.077104084,0.038867347
5522,0.001,-0.017004468,-0.00049037114,0.003479691,2.665321,-2.4442027,-2.44447,0.5709393,0.5803968,2.6077032e-08,0.07466918,0.052967355
5543,0.001,-0.015659904,-0.00063966215,0.003137854,2.4354637,-2.5176513,-2.517436,0.59485483,0.5969449,-3.3527613e-08,0.07701557,0.028756678
5564,0.001,-0.017529843,-0.0017460603,0.00461665,2.6274698,-2.5305626,-2.5308366,0.56786036,0.562579,-1.071021e-08,0.07303048,0.058727194
5585,0.001,-0.015746463,-0.0009410996,0.0041337637,2.5446472,-2.4562392,-2.4560192,0.5688988,0.5745701,0.0,0.07418139,0.04765132
5606,0.001,-0.01438047,-0.0005497411,0.0055344095,2.4978056,-2.8406792,-2.8406222,0.5902541,0.58774084,-3.7252903e-09,0.07570118,0.039940212
5627,0.001,-0.016376883,-0.00040847994,0.0022339728,2.541873,-2.752995,-2.7530818,0.5563617,0.5466454,-1.8626451e-09,0.07076438,0.04788488
5648,0.001,-0.016488884,-0.0012287111,0.004669916,2.6199756,-2.606478,-2.6066518,0.5632921,0.57121104,-8.8475645e-09,0.072903,0.06616772
5669,0.001,-0.016894866,0.000119760865,0.0020993575,2.6294599,-2.5229256,-2.5225892,0.5782513,0.5739166,8.381903e-09,0.0740118,0.0282344
5690,0.001,-0.014599544,0.00015977584,0.004520553,2.571631,-2.3721457,-2.37294,0.5733365,0.57209325,-2.9802322e-08,0.074699946,0.035812687
5711,0.001,-0.016866585,-0.00032900833,0.0021183474,2.593662,-2.371065,-2.371752,0.5863865,0.5881772,-1.3038516e-08,0.07652583,0.02239089
5732,0.001,-0.014681195,-0.0008853823,0.0036342177,2.3698459,-2.2223861,-2.222739,0.5788471,0.58799374,-2.9802322e-08,0.07492332,0.069609955
5753,0.001,-0.015638508,-0.00019536912,0.0027721352,2.5224266,-2.7176828,-2.7176862,0.5698012,0.5737637,-1.3038516e-08,0.074071065,0.025557622
5774,0.001,-0.01752469,-0.0002435334,0.003635887,2.7883148,-2.9656222,-2.9658966,0.57899827,0.5734469,-1.4901161e-08,0.07499217,0.036717605
5795,0.001,-0.015076921,-0.0007468704,0.0063377395,2.5007548,-2.557068,-2.5569062,0.58256155,0.5704224,7.450581e-09,0.07489652,0.06755772
5816,0.001,-0.018212978,-0.00051968545,0.0032398838,2.806467,-2.5711744,-2.572167,0.5845821,0.5768423,2.2351742e-08,0.075219035,0.03578281
5837,0.001,-0.014954215,-6.463844e-05,0.004944739,2.5860636,-2.517717,-2.517356,0.5795461,0.575591,1.4901161e-08,0.07481347,0.032203708
5858,0.001,-0.018193025,-0.0014203861,0.002004273,2.6228228,-2.4702458,-2.4705098,0.56601024,0.5711983,-4.656613e-09,0.073646605,0.058652133
5879,0.001,-0.013348414,-0.0004145652,0.0064870506,2.4273236,-2.461721,-2.4616575,0.58388716,0.58936536,1.4901161e-08,0.0763828,0.06740289
5900,0.001,-0.017564693,-0.001807712,0.0023795855,2.4795723,-2.6834366,-2.682275,0.6058102,0.6093302,-1.4901161e-08,0.078337416,0.052310776
5921,0.001,-0.01472278,0.00022605341,0.0026559504,2.4299827,-2.162309,-2.1638057,0.5773027,0.5784293,-7.916242e-09,0.07515212,0.041536834
5942,0.001,-0.015816696,-0.0012740698,0.00341756,2.4497077,-2.5133257,-2.5124857,0.5777263,0.5909076,1.8626451e-09,0.07586519,0.09553968
5963,0.001,-0.017550243,-0.00046307594,0.0031389766,2.745359,-2.660161,-2.6603353,0.588956,0.58387136,2.2351742e-08,0.07544374,0.045771282
5984,0.001,-0.01586872,-0.001255488,0.0045078034,2.5358214,-2.7113066,-2.7105443,0.5779559,0.5877392,9.313226e-10,0.07631357,0.058818977
6005,0.001,-0.014806127,0.00037605222,0.002646707,2.4932575,-2.2890074,-2.2898135,0.5876565,0.5822257,-1.8626451e-09,0.07517096,0.041097417
6026,0.001,-0.014983094,-0.0004247371,0.0051190816,2.5208318,-2.3198833,-2.3201468,0.62724715,0.61659855,-1.3969839e-08,0.08015642,0.08163035
6047,0.001,-0.014581638,-4.076585e-05,0.00357665,2.469985,-2.5745518,-2.574662,0.5566641,0.5643756,-1.8626451e-08,0.07400677,0.032037348
6068,0.001,-0.016281921,-0.0009888485,0.0023755836,2.500467,-2.4198482,-2.4195585,0.5900582,0.57378983,1.4901161e-08,0.07487695,0.07603281
6089,0.001,-0.01661881,-0.0007498767,0.003646351,2.557737,-2.4810681,-2.4813209,0.603868,0.60750556,-4.656613e-09,0.0777083,0.040063515
6110,0.001,-0.015237403,-0.0014636125,0.0045525776,2.4650984,-2.422428,-2.422629,0.5725812,0.5801976,1.4901161e-08,0.07504022,0.06766788
6131,0.001,-0.014985299,-0.0012840778,0.004135863,2.43185,-2.3473995,-2.3468723,0.5806394,0.5786684,0.0,0.07520395,0.07344539
6152,0.001,-0.014532435,0.00031311996,0.0036198357,2.5180254,-2.5698876,-2.5695934,0.58529353,0.5789064,-1.3038516e-08,0.07578116,0.037623122
6173,0.001,-0.016622037,-0.00018825987,0.0022959355,2.6227489,-2.6165004,-2.6164274,0.56836194,0.5722877,1.071021e-08,0.07456787,0.053190745
6194,0.001,-0.014790181,-0.0011348911,0.0047059916,2.4517343,-2.7336593,-2.7325158,0.5792334,0.5728092,3.7252903e-09,0.07492535,0.054084167
6215,0.001,-0.013889084,-0.0011705756,0.004753233,2.3837454,-2.2883072,-2.288169,0.60172486,0.60076743,1.1175871e-08,0.07778765,0.045899812
6236,0.001,-0.015163849,-0.00031976216,0.0041026645,2.5702114,-2.5903869,-2.5906281,0.57595885,0.5786023,4.656613e-09,0.07377795,0.036522605
6257,0.001,-0.015633287,-0.0015457086,0.0038602331,2.4606042,-2.32558,-2.3259509,0.5760647,0.57384187,3.7252903e-09,0.07505486,0.05252788
6278,0.001,-0.0149636865,-0.00069282297,0.0031760563,2.404731,-2.3333507,-2.3341832,0.57716876,0.5820951,6.519258e-09,0.07468319,0.02828234
6299,0.001,-0.016160557,-0.0011435077,0.0039273123,2.5789616,-2.770654,-2.7702947,0.5980354,0.57988024,5.5879354e-08,0.07610414,0.074572764
6320,0.001,-0.015309516,-0.0007082019,0.002026944,2.3914857,-2.1244504,-2.1244538,0.57415706,0.5826047,-7.450581e-09,0.074960634,0.05050817
6341,0.001,-0.016510703,-0.0008006934,0.0025435595,2.523948,-2.566929,-2.5668516,0.57510006,0.5850524,-3.7252903e-08,0.07431594,0.052242577
6362,0.001,-0.012861328,-0.00013287924,0.004704466,2.3609831,-2.5309653,-2.5304446,0.60783833,0.6094933,-9.313226e-09,0.0785545,0.033720978
6383,0.001,-0.0134394,0.00025917217,0.003958769,2.423181,-2.4885268,-2.488291,0.57959473,0.5825743,3.7252903e-09,0.074821725,0.029892722
6404,0.001,-0.016349416,-0.0001790747,0.0029681004,2.6167428,-2.4288898,-2.4284036,0.57479244,0.56338453,-2.2351742e-08,0.073701926,0.04887812
6425,0.001,-0.015485042,3.2886863e-05,0.0024487248,2.5214117,-2.3369524,-2.3368654,0.5850666,0.58543324,1.1175871e-08,0.075808585,0.017178418
6446,0.001,-0.014777907,-0.000675112,0.0035815083,2.4151816,-2.844516,-2.8441286,0.5776342,0.5824253,6.0535967e-09,0.07541446,0.06885563
6467,0.001,-0.017196914,-0.00012600422,0.0027005963,2.727892,-2.4985332,-2.4987333,0.56370956,0.56743515,3.7252903e-09,0.07322755,0.02892379
6488,0.001,-0.014238691,-0.00020493008,0.00466203,2.4760973,-2.2600982,-2.2601113,0.5968344,0.5914999,-1.4901161e-08,0.076889,0.029864445
6509,0.001,-0.012560156,-0.00014542043,0.0052398844,2.3538337,-2.4916146,-2.491292,0.594052,0.5759319,-4.4703484e-08,0.07607414,0.068325125
6530,0.001,-0.013873662,-0.0014521247,0.008520422,2.5366058,-2.4648821,-2.4650779,0.5756367,0.60145414,-3.3527613e-08,0.07688611,0.095952645
6551,0.001,-0.012059321,-2.560392e-05,0.0048251506,2.2632544,-2.4194705,-2.419279,0.595533,0.5980706,-1.1175871e-08,0.07726397,0.032836713
6572,0.001,-0.013352208,1.1723489e-05,0.003935838,2.350496,-2.603712,-2.6036098,0.579407,0.5915842,-7.450581e-09,0.07515412,0.045257796
6593,0.001,-0.016133834,-0.0009343326,0.003584248,2.573735,-2.7668002,-2.7658503,0.56903094,0.5626571,7.450581e-09,0.074305944,0.045683842
6614,0.001,-0.013607981,-0.00064396206,0.0048982706,2.3417258,-2.3019505,-2.3022208,0.59041125,0.59107673,1.3038516e-08,0.07538355,0.019529458
6635,0.001,-0.013819971,-0.00058332086,0.0043088887,2.371483,-2.3144312,-2.3147836,0.5811714,0.58114415,-5.5879354e-09,0.07522788,0.042040356
6656,0.001,-0.014656846,-0.0008263178,0.0024384789,2.3336225,-2.4248414,-2.4246273,0.57579416,0.57448035,2.9802322e-08,0.07510828,0.05620196
6677,0.001,-0.01658928,-0.002201859,0.0031883575,2.4426565,-2.7331443,-2.7309794,0.5783136,0.5717648,-1.8626451e-09,0.07454093,0.06416107
6698,0.001,-0.01619886,-0.0015944252,0.0031189006,2.4547696,-2.6976736,-2.696266,0.57695645,0.5771897,4.656613e-09,0.075379886,0.031385045
6719,0.001,-0.013358096,-0.0011503622,0.002768681,2.2344427,-2.0089602,-2.010063,0.5758261,0.5779114,-5.5879354e-09,0.07434118,0.036656078
6740,0.001,-0.014594176,-0.0004298985,0.0026595583,2.39148,-2.308234,-2.3076081,0.57178307,0.58180785,-1.1175871e-08,0.075582586,0.052161835
6761,0.001,-0.0135624325,-0.0002140184,0.002139186,2.3173761,-2.3851414,-2.384941,0.57468265,0.57184374,0.0,0.07386291,0.029339908
6782,0.001,-0.015012201,-0.0008355398,0.0017406882,2.3653123,-2.5880322,-2.5900185,0.56951743,0.57444364,-1.9557774e-08,0.07429103,0.04182916
6803,0.001,-0.010812174,9.005144e-05,0.003904665,2.090407,-2.4370003,-2.4370625,0.5968943,0.59739864,0.0,0.07665847,0.053346913
6824,0.001,-0.013459577,-7.209554e-05,0.005656408,2.4264462,-2.5089865,-2.5087662,0.6139355,0.60681546,-3.7252903e-09,0.07912007,0.03212544
6845,0.001,-0.017333273,-0.002038218,0.003838482,2.5521917,-2.4590192,-2.4594846,0.5860841,0.5788204,-1.3969839e-08,0.0763724,0.06901839
6866,0.001,-0.013988841,-0.000207901,0.0031043207,2.3902645,-2.4451118,-2.4451125,0.5649908,0.56778234,0.0,0.073630184,0.02606115
6887,0.001,-0.015267724,-0.0010553934,0.0030412376,2.421946,-2.2330933,-2.2334886,0.6150818,0.5985709,1.1175871e-08,0.07821944,0.07993688
6908,0.001,-0.014393256,-0.00068289787,0.003871157,2.4238155,-2.4355667,-2.4358923,0.5719749,0.5761783,7.450581e-09,0.07436243,0.035213865
6929,0.001,-0.015481028,-9.6581876e-05,0.0036617662,2.6551714,-2.4808788,-2.4815226,0.58814466,0.5826503,-1.8626451e-09,0.07512558,0.047689363
6950,0.001,-0.012580421,-0.0007048771,0.005192856,2.3034353,-2.2798371,-2.2796721,0.6095771,0.59138155,-3.7252903e-09,0.07748842,0.08100039
6971,0.001,-0.013271375,-0.0016468875,0.0043631764,2.249006,-2.4524107,-2.4513037,0.60125816,0.5981858,7.450581e-09,0.07830657,0.0566971
6992,0.001,-0.014648401,-0.0011139791,0.0035228387,2.3662925,-2.5027795,-2.5021477,0.5822568,0.59101236,1.8626451e-09,0.07629947,0.052958567
7013,0.001,-0.015062462,-0.00025278376,0.002792329,2.4860206,-2.3969011,-2.397035,0.6036365,0.5834801,1.3969839e-09,0.07647039,0.08730378
7034,0.001,-0.011756991,-0.0007466469,0.004855606,2.1505814,-2.0424364,-2.0429013,0.5840221,0.58699495,-9.313226e-09,0.07679465,0.038214017
7055,0.001,-0.012195667,8.7510794e-05,0.0052413424,2.3947186,-2.6614985,-2.6610057,0.6136538,0.6149868,-5.5879354e-09,0.078727216,0.017163705
7076,0.001,-0.015598118,-0.0011436418,0.0030954771,2.4552078,-2.409646,-2.4092345,0.6102729,0.61693174,1.4901161e-08,0.07895902,0.056805376
7097,0.001,-0.014588754,-0.00049445406,0.0036518474,2.4848747,-2.5166402,-2.5166225,0.5765878,0.5779603,2.2351742e-08,0.075938,0.0229368
7118,0.001,-0.013123505,-0.0011842027,0.002955061,2.1945057,-2.1873462,-2.187411,0.62129074,0.6208674,-6.519258e-09,0.08013367,0.038230695
7139,0.001,-0.014716317,-0.0003227992,0.0026999053,2.4171562,-2.4702048,-2.470002,0.5854769,0.5805919,9.313226e-10,0.075079195,0.02153093
7160,0.001,-0.013837298,-0.00067361817,0.003943676,2.3585362,-2.360078,-2.3601718,0.5771793,0.5801182,-7.450581e-09,0.075378865,0.03190196
